Facility Name,p1,p10,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p11,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p12,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p13,p130,p131,p132,p133,p134,p14,p15,p16,p17,p18,p19,p2,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p3,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p4,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p5,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p6,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p7,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p8,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p9,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
Morehead Landfill,3232.661741054912,3010.215864451417,456.0853753615032,1061.2839875854488,1308.8486035678752,605.2455321936093,478.25160169590305,371.15740060294075,300.53637685070396,263.50877395817497,340.7316092986634,102.63355959253153,3045.2571852160136,105.52363841906545,369.4832590235662,226.79278079226413,182.31629321366154,131.73495637089212,391.871115690968,292.5359562279846,148.82767377591566,255.4610793659887,581.0162943759929,2872.956403643894,515.3564975349873,411.5100768370481,600.2830266443801,588.2683281242248,687.9307399633233,693.4585914392143,789.6358968780374,852.5050167671017,920.0495679669592,1110.287205168245,2790.9582899158986,1169.5902742910937,1079.6582818920688,986.7624785554852,1080.1973765580217,1419.8034373711605,2872.4631304805735,2724.021331131576,2492.096438784828,2631.9313558693807,2392.2915372588764,2171.1888985122137,3226.3265643014124,2206.552414956143,2236.391326206498,2052.384780895407,1920.468395451685,1948.1300677651654,2465.878374591876,2315.923012946691,2694.1463405938816,2556.1832169142185,2336.0004635795235,3013.1299066707834,2646.8272653019517,2101.8337368206153,1782.5843201369892,1940.1151543603562,1904.595878344769,2018.2604620763123,1812.8800144396234,1646.2731181207118,1530.1143717318648,1683.474395782286,3086.115095581768,1391.2138280622137,1145.9198994684662,1462.8183244673157,1227.9615330960535,1236.5784971919477,1087.3868061801452,1041.9485786714235,1913.85906416655,1677.7203096268504,1599.0154536700888,3171.6246143558787,1289.6587546159908,1098.813123134403,1529.6222496030766,1224.7426641520617,921.7620670712729,899.0372879382701,951.0391706872553,1163.7422618988662,1132.5778188020417,2187.8909852672114,3335.599952128848,1622.0390359457358,1926.5750557302672,1863.0587523380427,1397.9525444797457,1610.0055676844222,1778.3096360332606,1311.7962053892559,1461.6125924625308,1074.3819208302803,899.9729611267727,3008.1844763920767,871.1224105259289,765.2287494799709,691.6179178716843,670.4358823053361,993.6159607780112,899.4410780205603,806.5864130458788,829.7792166875435,716.8870337850564,676.1570298605836,3241.1551359805544,604.4663522969518,563.986391468747,576.0100104421285,455.9630379165997,702.5645054779013,860.9811359153164,991.0203700260464,880.5963991855406,687.3380131601559,615.5799531568474,3291.4567107916237,723.5344076080447,876.7497875916474,369.5180090166665,402.9896028313167,616.1440362297209,409.75952277123133,570.3031298512799,327.9896342678511,568.5082768559392,479.4790550660593
Bavarian Trucking Company Landfill,3103.9140231334713,2900.89034044179,554.3651885356617,1151.6855076724657,1407.556192757851,523.9745523804448,371.2040682689107,248.61315770976813,172.59537875183034,146.3147571956151,270.92754263551313,115.40028434575346,2941.8483594110767,229.14898158450842,360.33322490740875,215.08018194377306,120.07817149490197,53.271925477001986,443.5457399128738,386.38497140084974,268.5655537661249,383.91695316334517,628.6398315518194,2753.517862633511,592.515991732269,491.72780472605,660.2159500751349,682.6698717510159,797.8397391403627,788.9908759146011,870.1217162203327,890.760241803463,996.2134408502648,1151.2418775861604,2680.0306156706474,1218.0136835144913,1141.786094489753,1054.661364643037,1149.9535575918642,1460.0440589503733,2743.6446191160608,2597.250449882446,2366.9477268622823,2503.287627786189,2263.3360970514477,2042.2135408546867,3098.0862026735335,2077.7057458220997,2111.0064194703195,1924.9075822637415,1792.7956638600124,1823.828501313669,2348.695331566306,2195.543987128264,2585.4182897325013,2454.0321695233224,2231.7128632271224,2884.286553107073,2552.0076632339924,2003.4654212487085,1654.7945526828896,1821.4162813464804,1792.726764589197,1889.25484373899,1684.163641502749,1519.1626534311902,1401.2816176678068,1559.7146281669002,2957.4652959533782,1267.057024852983,1022.4818192280524,1339.7887149631192,1103.6618279657882,1107.6822357147746,959.209140315531,920.0780105174053,1824.9756554623414,1585.0720687681596,1495.9874859652277,3044.550095130479,1202.847148452353,1007.9913066694595,1416.4841336094762,1114.9083856969812,803.4261744559473,801.221760293504,875.0792606745177,1110.471479199303,1115.3222377483962,2102.9264416168176,3210.497245803383,1541.0336572965925,1855.4564556093292,1786.8422521100786,1335.8006480360962,1559.4842122753505,1738.196669227624,1277.0207164303752,1428.8588810524404,945.6520075411245,771.1376979706658,2882.8311406112216,743.3179778173196,643.5964038030353,583.6747798866518,574.2697903647448,887.7249922563216,785.7447560523494,687.0459738277445,703.6336489977499,591.5569096786835,556.091036091144,3118.072748035049,476.7570664325829,445.38210711989655,448.9163798041843,330.51073975580266,615.2705659520564,803.8249030744944,959.0615293592004,870.7690109590566,671.7967696644656,628.0160312834382,3173.0385989708925,761.5902926166468,926.829944915389,368.53086598636855,346.4025873451814,698.902653539694,519.1244242270332,688.8501261145946,450.4477739580184,697.2252845761434,594.9905777885447
Benson Valley Area Landfill,3126.165059395115,2884.935949940233,580.079588272154,1083.458963816051,1342.5243289523266,599.0642926941259,439.123472375351,305.9449402718165,221.30146263686242,148.2780905348654,219.75107694294948,51.17235012706402,2919.7194383032256,200.40500348926616,430.7685026384115,283.34782357001694,195.24925875792934,126.27227441991381,495.10886619274197,414.566106676637,274.08034290133503,370.6484076056837,683.2202256126815,2750.9674972727703,632.3782795747863,529.2857119472648,709.421342525945,711.5880598510983,813.471038124317,817.2245804671545,908.7692983322069,949.9738294906161,1037.6643514390887,1209.8924445885684,2665.924586873565,1273.6994357104527,1191.0424348315503,1100.8211970705606,1195.2370443886675,1519.3163563415396,2766.6656837127534,2610.4274869539117,2375.6467387516705,2524.8942019171677,2288.2685230250227,2072.034739215478,3116.9951485117163,2101.3154354942976,2120.397403815791,1940.8523190105177,1809.605706098253,1830.731127439862,2342.764874686402,2194.6622782799404,2568.8114351207505,2430.683620468987,2210.447424098892,2907.518707259729,2522.151344752032,1976.611158000778,1672.2014581651133,1817.9038406729205,1779.838431343389,1918.5097096125135,1717.1582755349082,1559.4751768940023,1425.3131997350392,1565.563294834876,2978.964208871783,1274.0333349817754,1028.173236525097,1388.9165784892205,1151.1042380659069,1139.7690719184218,979.4244912235458,971.8481225438082,1790.303942991925,1553.2974267062357,1473.4665956650747,3058.6154410403183,1166.3886147190017,974.52349489162,1405.2695414651337,1099.7484519087338,800.111362288613,773.6561146237634,830.7715009131659,1053.9965557887906,1045.7340446227495,2065.436392355402,3218.8765629249383,1500.6157536231572,1808.9327012272015,1743.3956178373878,1283.980502320236,1502.1880972963254,1676.6653689277628,1213.1227499239726,1364.3905114856832,979.7728197675498,804.9152662426528,2891.9046960938686,762.3814434498124,646.4729807002537,566.648357782904,545.070706282053,953.3625139569637,846.5066911031212,742.6952445252042,748.6250403957663,639.0691975792433,611.958998296149,3121.9867351030193,518.8109885697965,443.69614541683967,466.9010651440605,344.70336603301104,578.5920552443594,748.6715365836383,893.7209322474112,798.9530645678796,600.8408566566916,552.0067934584007,3168.834466950679,684.6262189372712,850.3615823334278,293.1293765813327,288.4618265118233,629.3390733339243,464.6470574025991,640.8478584560115,410.37226092911254,679.452817880062,604.5784821976494
Big Run Landfill,3275.6559422957653,3077.473351796636,382.73229190924616,1087.110839820711,1326.5221200463882,588.7906581654194,485.20611678019566,398.061013501852,339.24549239628743,324.27378404005395,415.56295141148087,178.90299810405523,3115.148782201612,124.39478636367004,319.25512642437525,189.53315327420526,183.6832825639776,159.5314600418066,318.7296450423038,217.3870916530359,91.28693262468803,218.59074472085786,507.401160491687,2933.282957525815,439.0891608421636,335.26458790775683,524.7839696457648,514.1739055083619,620.041263765746,619.8058188217049,713.670244478193,779.8209590714323,843.8761358345058,1036.6592280843731,2857.347488903201,1094.7706655445243,1003.5941810719327,910.502930777521,1003.9129510502377,1346.0116828677926,2914.9855399577573,2774.1922874468446,2545.4628944663523,2675.732181346364,2433.5293940279876,2208.4355463517836,3272.0080336124397,2249.027863891115,2289.3844547925814,2100.883620297974,1968.4340409175284,2002.882531454415,2528.1225724303263,2375.3432285639797,2761.6786249150105,2626.4963823283492,2405.469879700198,3055.40952017446,2719.4176558761283,2173.3420769299273,1830.2353694073704,2001.0836705148436,1970.3590331820217,2056.1794174336774,1847.7695542683002,1674.5243497725853,1573.0636150544037,1739.0235612555014,3129.7827450613154,1446.2610451534129,1201.97942169142,1482.1614565696284,1250.2400833304623,1273.6395642531297,1134.1558395548343,1060.4990743499495,1987.6860305750845,1750.675698964266,1668.8225699081345,3221.00743570474,1363.6902184847643,1171.9371871487936,1594.5670712191359,1291.4320681746674,982.9177514784176,970.193615108403,1026.415307024358,1239.9429498845218,1204.8963232668077,2262.4631661931585,3388.979465496813,1697.0806334076067,2002.5845493131528,1938.6777769100545,1474.2250947802859,1686.02168332162,1853.4800140153109,1386.574625364297,1536.0557084936322,1110.3453407495779,937.1872998394142,3061.1563689128184,919.4073818091694,823.3950353114235,758.7792888548813,741.7426566030385,993.0259303038318,907.7149162618526,822.8974424382023,857.4913182757975,743.4721487678672,694.3147448716023,3297.505635285898,637.861062944974,624.7472641457659,626.6549789774367,509.7515388711358,776.0057258515458,937.2656026546897,1065.7299392650918,951.9755209070452,760.3345305131417,682.9185933255071,3352.703544257373,781.5505210553373,928.4935545117612,442.1356934188311,479.0732902808532,651.4736183977556,425.193562809224,569.5863183873875,325.67968694170895,529.0407768703977,415.34856694871274
Dozit Company Landfill,2924.3252382044807,2616.190371660253,856.2782130204969,1138.7399565255523,1412.9464606620124,709.9661035862207,511.94263713031194,363.8670881612291,293.9556409640426,189.88414590851318,72.28816324644369,304.1582942440734,2646.4352332544045,453.8699961394131,657.3469122833649,521.9017022617613,417.6169150978327,364.76423445787225,758.9740954426827,690.6305098761073,547.3762739539086,627.8908639119934,943.0471312543494,2498.6190300625026,905.5605005388564,803.327574513493,975.7094839898766,987.78274247026,1086.7661942758994,1093.445782161118,1182.808578088196,1201.292016507091,1310.3251683784135,1461.7371109735757,2399.075814061893,1530.9355620703377,1457.206289835351,1370.0508730709496,1465.2343938966517,1769.3552624926172,2568.0617230972093,2388.0888643681824,2144.4369262172963,2323.4977075327774,2097.1914497470866,1896.9715234220916,2906.664887253829,1907.6878784545388,1891.6540014706559,1728.1642631686066,1600.0360513544363,1598.2353153084687,2086.1667458839815,1946.1575243237671,2299.702293897203,2156.894736461615,1938.006120381312,2708.9769571553184,2246.1112529903903,1701.4255088624775,1465.365363470785,1566.3525739599424,1515.5181057453865,1742.99694637201,1555.8710726850713,1426.571033332522,1239.954534046178,1332.6707753752394,2775.600688962655,1046.5976536366832,802.027020217609,1295.594283645596,1057.1112057421976,986.6519985060189,793.3851168403679,904.834222566662,1514.2223715501636,1277.118104278943,1200.8837600477234,2837.009849576979,890.5415552210718,698.3062479623106,1144.2137688495054,835.3277089374392,559.9204621974346,499.5260226625202,559.5899590384624,803.9575339162874,851.7129212086004,1790.0766180208964,2984.9029573738976,1226.5116616221853,1540.0436442022087,1471.4837714604928,1023.0463607376724,1252.7439161130208,1439.1820480980714,986.7616699998769,1139.3445983759984,839.7380065378908,673.2703999157827,2659.999926775439,583.3223018002022,428.3792167884183,308.2278476227411,271.34001876062086,962.7695271282464,832.5256281897742,709.4703896534453,665.9439572099516,578.4370992234237,593.3584873166942,2879.758170582207,453.08159284036503,236.986689913838,320.97625569774374,226.64342047656223,302.47463316587323,497.4149489260047,678.0095879145522,629.4348328629095,435.35183779777265,459.31830022693293,2913.4883103627244,634.6999734604004,813.669683048736,253.67646551946243,98.65395425088467,699.532944767498,630.3706532616011,814.9313676040325,622.603153769179,920.9779391002518,875.7416377563794
Epperson Waste Disposal Landfill,3123.5134863904277,2909.2687076489856,548.1202280620995,1124.9252527316273,1380.7364286836842,549.6931719118605,398.0272879949695,274.39052899675414,196.39237605656857,156.2270354013589,264.12740669133564,89.10034353463767,2948.10323816967,205.89864847519527,375.6838190809082,228.6679678852575,139.85679892761038,70.73579158094027,447.98767982517523,380.61425996718145,254.25921886210512,365.0108503120941,634.8037834611795,2766.193054492837,591.9191065592308,489.99331588190785,663.8242253563648,677.8235847288959,788.3636600921583,784.0009963659538,869.292555443534,899.4504644907166,996.6264118859049,1159.7105107839773,2689.0083932250823,1224.9904536624292,1145.6825819723338,1057.1340725761463,1152.076936875027,1468.8920093679355,2763.4120767431014,2614.454734584099,2382.8917467341303,2522.684428755851,2283.5314140710366,2063.5405689050126,3116.8406039205665,2097.55766673934,2127.113406092312,1942.7762019550628,1810.8717095032723,1839.1850850344965,2360.280140190783,2208.666599681091,2593.54780801556,2459.811144423358,2238.1991174775094,2904.1154902494914,2555.430490903065,2007.9257591105263,1673.0018519487637,1833.6731505910057,1801.9846837579912,1910.4331647011397,1706.1608848070805,1542.6721590581144,1421.1206609090234,1574.711023962249,2976.8683388958243,1282.2876991729534,1037.226406674156,1364.8673764714906,1128.4201773300042,1129.3460711220137,977.9138816808064,945.4983419601712,1826.4783982767656,1587.6298421377653,1501.8909212033457,3062.0281212575233,1203.4935458115488,1009.693848650259,1426.1935397586944,1123.190252537148,815.2974045898134,804.9571094911404,872.4075717106388,1102.5158795011735,1100.200652923737,2103.370597588849,3226.4210661815,1540.2116126233557,1852.1511811991115,1784.8261188879344,1330.0688171959275,1551.2240907669782,1727.812944805567,1265.3094989856993,1416.8511821852987,967.7094963391597,793.0219175371617,2898.9275016032234,761.5619513430088,657.157034889061,590.7978439103701,577.1044182675267,914.5295046718874,812.2508991929616,712.9566332204842,727.8117888190343,616.1290935459735,581.9793197032958,3132.709944364843,500.15049533558386,457.1185467376372,466.4004282862676,346.4970747149432,615.3758338694132,796.363734035541,946.4859252462202,854.0835103919381,655.6876839691654,607.4847824299557,3185.2367282363016,738.2066220087522,902.4170641478013,348.7465023910826,337.0177733821978,672.2644244116768,492.84637316256845,663.4334501993441,426.0317353648045,677.8375583571484,583.2498846778678
Glasgow Regional Landfill,3122.0506745360944,2803.414576050798,701.3245217493401,984.155653850901,1252.7308559515245,741.2668907857268,564.0768366012167,416.9076220699112,328.7380418460893,212.53868045238337,127.95731039485484,155.06275602511474,2826.6395629959547,275.19777218858,592.8326023187807,445.2599547047159,355.8770955260426,287.60385095836557,646.2657818158826,544.0662851742351,386.0604867353764,443.8596165767809,835.4480806419646,2695.827133972098,770.0178555326219,666.0867634179829,856.3389996451223,834.4090792381845,915.250967547198,937.5442856970321,1041.9790246539344,1105.26456497591,1173.524510177932,1364.1941893561163,2588.3900948491646,1425.0308490870887,1335.6241377185434,1242.1227917840843,1335.097021992011,1673.8031377267307,2765.0952006117245,2588.0635596166794,2344.6238386757195,2520.9271439896033,2292.4288499108366,2087.981718614756,3105.623693626366,2103.332673535813,2091.825458912281,1927.0308477334015,1798.3805732335893,1798.4249082568901,2282.0674355733904,2144.618637582243,2486.754774568442,2336.3863385315044,2120.6211087802576,2906.054456714901,2415.90159588421,1877.2229528297955,1663.156082399116,1764.307930467387,1707.8105875082585,1933.931795231044,1742.155433412877,1602.2933910160386,1432.6621408745848,1532.861850728092,2973.5309766814066,1246.5324731696096,1001.6370916184408,1453.8155527026079,1214.263407993609,1168.166881310948,984.66386873216,1047.4889738178035,1677.527460537739,1446.747369222158,1384.6876329947552,3036.9898537917397,1053.8836302064844,869.7285918667159,1339.1343165070384,1029.1487346242604,760.1064012078518,684.3318415065884,707.5650029889813,908.2616622464061,884.6806715942404,1946.940926266533,3184.9710606712506,1378.977771156862,1676.1411643825782,1615.7669924711156,1144.423596495239,1353.9888002280122,1522.8186691795443,1057.0985224452697,1207.5619069924746,1015.2392551419014,843.5107181520187,2860.1590233356173,770.7380294203375,625.2726341114202,507.49651707869907,461.0188945059484,1063.7128284290782,945.5952342261198,831.4322092321449,813.2271693738351,712.4482608043281,704.4958640352837,3079.074413249382,585.7911877356995,426.83156895995467,488.5657474828049,372.46793309325085,476.94368624620796,607.175426822483,736.6611193265948,636.9618238668293,439.2815852334051,393.64936633037837,3109.4971012868873,538.043762785503,710.200278282627,133.7654009258814,158.9507122140907,532.3415619016401,432.25204530104963,617.0008576700511,423.38516096924224,725.3727103602796,701.9471740389494
Green Valley Environmental Landfill,3268.1818837922556,3063.8415855403373,398.0395868129472,1078.6863218520261,1319.8546332330277,594.0737411633407,485.1438341295484,393.33661428619234,331.70749474641934,311.7688955500263,399.54235100508726,162.206236360104,3100.7702801571186,114.0261193863345,331.40138325630085,198.08187023952073,183.13128152133498,152.76614393709775,335.4404069702115,233.38249971234777,100.01146672056286,222.7167943444571,524.1976592995412,2921.4981841056574,455.79614139663374,351.93879629731094,541.7309466583599,529.7862237718813,633.6205930096842,635.2655574548467,730.1232425129516,796.5169716112338,860.47512375899,1053.4754949149938,2843.9513200097385,1111.6933078080208,1020.5007605386006,927.3264680427727,1020.6824836164737,1362.8489629572364,2907.60958603904,2764.955902349099,2535.4270515957405,2668.0375609469083,2426.433300387808,2202.2675109796355,3263.885748908877,2241.623353352172,2279.4280888254098,2092.017074217996,1959.6860100395909,1992.4711425557653,2515.8267691871406,2363.7733861655247,2747.965311208915,2611.988656710786,2391.2031583037456,3048.09802625991,2704.2199565696737,2158.4719410739076,1821.5503558048813,1989.0978794522364,1957.1086124847052,2049.8389295773845,1842.1167834764858,1670.386422090828,1565.473265445097,1728.3928277348714,3122.141163733339,1435.7232562779288,1191.1533387442307,1480.0209904507892,1247.3725026588017,1267.3764074066744,1125.5670037354541,1058.4059829089717,1972.077280843381,1735.349580803696,1654.4395226599536,3211.9813945078326,1348.0022185940186,1156.5414445104834,1581.5164267719829,1277.8918229831659,970.774519386656,955.381081243447,1010.2241397055767,1223.0871766302944,1188.182763231516,2246.5951923511393,3378.970048587034,1681.0316608881005,1986.0953606959365,1922.3883194048692,1457.513633642169,1669.1124745196046,1836.53592018466,1369.6447593428343,1519.1459445011806,1104.2894357890311,930.771679322093,3051.238706817576,910.3872363686687,811.9520157814455,745.0358730293959,726.8599450231524,995.1675271115944,907.8450985206025,821.1738698168772,853.2143819446428,739.3682083217093,692.0654125051856,3286.747450118307,632.1091163914559,612.5770650752949,616.9102179138823,499.15694498380805,760.4861548129132,920.5143226869925,1048.8022432889059,935.3639309398224,743.536110440764,666.8185862187216,3340.689184591057,766.9398446952395,915.0203687628829,425.3489604985909,462.53141708236797,640.9166696641133,418.23923103155477,566.3605359493741,322.1481836115204,534.8453809783778,427.69090755332184
Hopkins County Regional Landfill,3003.817393555693,2671.200121830694,821.6970849986209,1055.667020730354,1329.519773653867,754.6593252376833,561.7995148624805,410.92284181554214,331.251624280291,213.18637312615277,41.99745913263012,265.3787546767417,2695.472758253086,403.3514378037548,664.0764734048422,521.526762123538,421.0164124829429,359.82263676290125,745.3074719285431,659.8192653281534,507.64533974991144,574.5512436524581,932.8193754538177,2564.794709175142,881.5152408905941,777.9602797877545,960.0015710300517,954.4661501353283,1042.7424746762204,1058.9249582828268,1156.7939234039088,1197.3821983408322,1286.6904470451325,1457.7477551761056,2456.0495894498727,1523.1353190697341,1441.6316010057128,1351.1218837634974,1445.3271545491305,1766.786628287391,2648.141970753464,2464.111791346212,2218.449777492706,2403.3077463319023,2178.4039470736043,1979.6893354694143,2984.8070259353112,1988.725009409715,1966.5389764086012,1806.6197483395144,1679.149043466411,1672.4686515137964,2150.504330307072,2014.520396915621,2354.5447993190032,2205.311728113708,1988.945202826714,2789.009385382891,2287.2900439488185,1746.8803412627894,1545.0575445409172,1633.8634518714364,1575.5675583724203,1825.7564400026426,1639.440890700583,1510.4466676721,1322.3515490976586,1407.219866562874,2854.922675041751,1123.1736013848965,879.7022118144638,1377.7671535515653,1138.9750566471068,1070.5755205135254,876.3671218930976,983.8613988012329,1550.6414112937312,1317.8208741217632,1252.7256691597452,2912.9575208444976,926.3975637400675,739.7649411409596,1207.4049593932862,897.2477906601288,635.3945747834657,552.0474724669439,584.0995279612736,804.3215297857298,819.3109284655569,1822.395010505655,3057.628372857342,1255.575220192755,1559.5624454004537,1495.7519908279464,1033.3975427729238,1253.0418756572144,1431.2460867838286,971.3163332745529,1123.4948888411516,923.5205776963244,756.5296716795782,2733.478546793099,667.0343893167034,509.70564747690725,379.8276978596175,328.97581572613905,1031.480660943404,904.1871125596523,783.0429966201241,745.4082977291221,654.5038201590569,663.3106044873678,2949.868108473772,527.9919168981424,320.8257549509781,403.01858518054536,302.0750182114803,345.37819262873325,498.36666200918745,655.3063840590045,585.0969497067041,386.31500955668946,389.12902369923995,2977.919351328828,559.4959443622157,738.0472509428556,169.95301918792765,39.642025671298796,615.5995911978546,553.0823766681305,737.0398840668482,554.0114916874941,857.5053253351996,829.9171085369444
Hopkinsville Landfill and Transfer Station,3015.03027585293,2666.0096526075013,837.9259572576707,1032.39833612991,1307.0010654547557,786.5686187858014,593.7712344214322,442.9007760561821,363.087941007326,244.61471658368967,73.79004664762395,283.40777634918885,2687.4606730478895,414.7956505325082,691.8085434436766,548.2099506067433,448.8078925964245,386.3129112671411,768.265159433829,677.7908196128409,522.9808699603907,583.6159925654265,956.3746284162628,2565.7281335904586,901.2005735762108,797.4247637725107,982.0466830097376,970.9144462982119,1054.9006921742491,1074.7895536954884,1175.487810748917,1222.2468680534985,1306.0313317045898,1482.4360746265195,2451.8954002562027,1546.8453643753796,1463.2864787625417,1371.8591901229388,1465.708180194558,1791.6873701131415,2660.0576552176117,2472.0692153837667,2224.819710795112,2414.9481133982217,2191.7933388476954,1995.4701126523828,2994.62604200048,2001.916266595947,1973.6650758340618,1816.958466785727,1690.1938874271443,1679.1794818211602,2150.446476827324,2016.9721905888089,2349.3521363965756,2197.1551355596,1982.0152040037285,2800.8530925594405,2276.0220654492946,1737.617856975994,1556.766511715392,1635.9298355045898,1573.3647033654433,1841.6427171710668,1657.3184783657653,1531.5460343180391,1337.712179132392,1414.3047566423538,2865.966691982355,1132.1132783625894,889.8554768796034,1402.4659972124555,1164.0100447860036,1090.4859227616853,893.0325342513307,1011.0066815054578,1537.8249838895144,1306.876891711662,1246.6833885983915,2920.7816265244946,914.0571839542756,730.086329230651,1207.2093393562177,896.7621336053638,644.1455297558874,547.9320918879376,568.6333041666343,780.837668157736,789.0880407631643,1807.8875261012408,3062.869912100071,1240.2799676981379,1540.8281099307674,1478.6077060690272,1012.3302012736605,1229.0267352282244,1405.15701954053,943.9156408269574,1095.897860843425,945.2309480486444,779.7005356753177,2739.3358101604604,685.8055052287624,524.3356977317682,387.07701972596516,329.2394462021992,1062.0140030229013,934.0565874022518,812.3629896473833,772.2660381429212,682.9432362367662,693.4908342644773,2953.2657416101947,556.776889786292,340.77340155540656,427.87559079701816,330.41233355440005,338.8856750146055,475.97058446467304,626.861741643435,553.6610067053758,354.6671892134157,358.29704342248783,2977.7279057354954,530.2165008282473,708.991366893365,149.64789379147157,19.45754507712126,595.9463640593195,546.1396101146446,729.0373178618235,554.300833409496,860.274968816894,841.668874014094
Laurel Ridge Landfill,3254.1801739047683,2964.4166720318653,547.7399041022162,942.5270407210397,1198.6217897652878,728.2747977966463,580.3769098201534,451.6559175466524,367.59389458831856,284.2675849455297,281.4370689616697,96.24647381464948,2988.8104393978974,116.1961591415551,510.6402105232822,366.60539807657506,306.6582875247353,242.11781619421882,522.043119638658,398.3863913889152,235.36059470726838,281.5341592005859,709.563290199196,2850.6128219702396,626.7290450071517,523.6411946690549,722.0288644396563,680.45198462375,754.2080169777939,781.8237303969922,892.8889062653273,982.7549374388585,1025.7345414191266,1238.0268841463112,2748.707669015968,1293.227212598742,1195.1768932679686,1098.6884441656337,1189.9638590464883,1546.8527479689471,2895.6138567985936,2729.6045287588886,2490.0518682825823,2652.7104970628034,2419.282912758396,2207.2064723635726,3241.769738446328,2231.3519354046566,2235.984380467467,2063.808562287798,1933.6541378493046,1944.0073068986858,2438.3593305930376,2297.459224436821,2647.777809902629,2498.587016537896,2282.4886977002543,3036.571009648442,2577.991379432918,2039.5464283442402,1797.0969649030083,1918.086202799201,1866.6924263920018,2053.3874515265616,1854.9243491314126,1701.6726453789452,1556.7165554108535,1678.31712056588,3106.354367206162,1389.1650734739414,1143.1994493530024,1534.4618356338956,1296.3127708688198,1277.7556752187595,1109.0021116391931,1117.9671536624,1839.0991686217012,1608.9499073341701,1546.2448138745392,3178.3667167409685,1215.777305177416,1032.0565085873018,1496.2518196419971,1186.9774716912043,906.7090225491992,845.2418449418915,868.2632517488938,1057.0693417359603,1003.2611955326429,2107.405949574852,3332.0210605690368,1539.0527355516622,1831.904446574245,1773.7915581549746,1297.2152769472996,1498.7668886101283,1659.3483591629538,1191.1176390894175,1339.1244103896868,1119.3692676944052,944.8128744787048,3006.1563939511093,892.2704034598719,762.3384249795338,659.7286363530937,620.058564050241,1096.5286662077758,991.9330809527988,888.9544095120862,893.4824281557345,784.6909357278597,758.176339950848,3229.729396225024,663.29184614256,559.3006755652809,599.2401238996613,477.0618275226279,638.8509260359036,761.0374203539217,870.5922863004848,749.3098028756499,560.7886958027811,478.1502438545563,3265.6788989127285,582.2830074956927,736.9693944838031,244.13622638207113,321.2498679392722,490.5371815065531,319.22350421977364,498.0377767641452,277.540460852709,568.9618661914353,540.7756945342919
Maysville-Mason County Landfill,3189.684408226434,2984.0636568579384,473.94985972647066,1107.8494193768488,1356.9967371068863,558.5035508412444,428.4588683725505,322.49026058844095,254.56745497772798,230.61294592524087,330.54485174049773,110.08493807435761,3022.5900080963447,155.36908980545712,339.10452024977053,192.37222918867008,134.64103192543433,81.98152882820209,385.21139401188066,306.8491938949591,181.29204823398047,298.44723787935914,573.8945535560512,2840.0091754824875,521.7791344903753,418.97455222016254,598.7338200157187,604.2290097338696,713.5723701281921,710.2764913591402,798.5410691140578,842.3870514523192,927.0118782483513,1101.7567179865175,2763.8001343067126,1164.2572600850217,1080.2204345883576,989.8569560800446,1084.2883578194833,1411.3306250097423,2829.276036108179,2684.3689470659874,2454.2490470740113,2589.2512036703665,2348.569047235792,2126.0427756501817,3184.497954450799,2163.2941650015628,2198.302367708764,2011.8136027394605,1879.6170564641986,1911.1092945375299,2434.560115828554,2282.236680605556,2668.3329393753206,2534.1729880153384,2312.7538366440135,2969.8546913449904,2628.7922864557822,2081.819772649667,1741.560928312465,1907.6743735129817,1876.7565700178452,1973.3177707817727,1766.9628872686578,1598.6552356116715,1486.9502117590275,1646.950096288231,3043.4072971236205,1354.3195696332152,1109.6608475690832,1413.7000277896498,1179.1919376976514,1191.2039351673038,1045.7810987092207,992.6661446692679,1898.6940469275314,1660.5747032560166,1576.32308415265,3131.5805965709274,1275.2077752945659,1082.233050582473,1500.913234612283,1197.987364901035,889.4126481054295,878.700495593999,941.2962711887911,1164.1333251229812,1146.995009199061,2174.7372608823343,3297.7983891624845,1610.5768600084134,1919.8201595795538,1853.9479890047473,1394.837031529806,1611.961132827605,1784.5962188793362,1319.8059025361686,1470.5587274389652,1028.6061868561271,854.5048574448759,2970.1259801801707,830.1626344520213,730.3961494726799,665.5401467244699,650.5424448881623,944.0583029608506,849.5807776527691,757.0348544100023,781.805883311216,668.62379176481,626.711294260396,3205.257241891341,557.6267607261732,531.2186687310382,536.0830963892013,417.79917545716063,687.0636121135308,859.2207013286464,999.6476831236761,897.2288117337638,701.2650973505285,639.08725067921,3259.281091722084,755.8158134649377,913.0039989945205,386.26524847886327,399.04758779165803,660.5683242217348,458.9395948099672,620.1593626408878,377.69382558294177,611.8019835934213,508.88502347872236
